74419897,125.63.25.45,AU,Perth,115.8605855,-31.9558933,125.63.29.201,AU,Perth,115.8605855,-31.9558933,0.0
74597297,106.68.231.231,AU,Melbourne,144.9631732,-37.8142454,60.241.63.163,AU,Melbourne,144.9631732,-37.8142454,0.0
74858058,130.95.108.251,AU,Crawley,115.8175988,-31.9746305,130.95.154.173,AU,Crawley,115.8175988,-31.9746305,0.0
75118311,116.206.185.138,AU,Saint Marys,147.5642431,-32.6367036,120.16.190.125,AU,Perth,115.8605855,-31.9558933,2975.92
74703360,58.169.79.193,AU,Perth,115.8605855,-31.9558933,101.175.150.129,AU,Perth,115.8605855,-31.9558933,0.0
74703360,58.169.79.193,AU,Perth,115.8605855,-31.9558933,101.175.150.129,AU,Perth,115.8605855,-31.9558933,0.0
74703360,58.169.79.193,AU,Perth,115.8605855,-31.9558933,101.175.150.129,AU,Perth,115.8605855,-31.9558933,0.0
74768678,130.95.254.109,AU,Claremont,115.7839988,-31.980291,130.95.40.111,AU,Crawley,115.8175988,-31.9746305,3.24
75084223,149.167.162.98,AU,Trigg,115.755874,-31.875679,130.95.40.98,AU,Crawley,115.8175988,-31.9746305,12.43
73749560,125.63.25.142,AU,Perth,115.8605855,-31.9558933,125.63.25.57,AU,Perth,115.8605855,-31.9558933,0.0
74488383,130.95.40.101,AU,Crawley,115.8175988,-31.9746305,130.95.254.153,AU,Claremont,115.7839988,-31.980291,3.24
74968574,106.69.187.234,AU,Perth,115.8605855,-31.9558933,106.69.186.230,AU,Perth,115.8605855,-31.9558933,0.0
74750378,103.94.51.1,AU,Leinster,120.6977266,-27.9141349,1.159.224.105,AU,Perth,115.8605855,-31.9558933,647.02
74757271,130.95.254.27,AU,Claremont,115.7839988,-31.980291,1.146.169.134,AU,Perth,115.8605855,-31.9558933,7.73
74563636,60.242.90.190,AU,Melbourne,144.9631732,-37.8142454,58.168.0.181,AU,Perth,115.8605855,-31.9558933,2726.64
74563636,60.242.90.190,AU,Melbourne,144.9631732,-37.8142454,58.168.0.181,AU,Perth,115.8605855,-31.9558933,2726.64
74563636,60.242.90.190,AU,Melbourne,144.9631732,-37.8142454,130.95.254.167,AU,Claremont,115.7839988,-31.980291,2732.35
75215660,130.95.254.218,AU,Claremont,115.7839988,-31.980291,130.95.254.193,AU,Claremont,115.7839988,-31.980291,0.0
73289977,130.95.254.168,AU,Claremont,115.7839988,-31.980291,101.189.11.246,AU,Perth,115.8605855,-31.9558933,7.73
75345908,115.69.43.223,AU,Brisbane,153.0234991,-27.4689682,110.175.110.215,AU,Bentley,115.9065455,-32.0084461,3608.07
75345908,115.69.43.223,AU,Brisbane,153.0234991,-27.4689682,110.175.110.215,AU,Bentley,115.9065455,-32.0084461,3608.07
74691918,121.200.36.195,AU,Perth,115.8605855,-31.9558933,130.95.40.101,AU,Crawley,115.8175988,-31.9746305,4.56
74691918,121.200.36.195,AU,Perth,115.8605855,-31.9558933,130.95.40.101,AU,Crawley,115.8175988,-31.9746305,4.56
74954987,130.95.254.172,AU,Claremont,115.7839988,-31.980291,130.95.254.174,AU,Claremont,115.7839988,-31.980291,0.0
74954987,130.95.254.172,AU,Claremont,115.7839988,-31.980291,130.95.254.174,AU,Claremont,115.7839988,-31.980291,0.0
74244367,110.175.64.85,AU,Perth,115.8605855,-31.9558933,106.68.226.198,AU,Melbourne,144.9631732,-37.8142454,2726.64
74244367,110.175.64.85,AU,Perth,115.8605855,-31.9558933,194.223.91.68,AU,Sydney,151.2082848,-33.8698439,3297.2
74469414,130.95.254.118,AU,Claremont,115.7839988,-31.980291,101.118.172.19,AU,North Sydney,151.2083011,-33.8354519,3304.05
74244367,110.175.64.85,AU,Perth,115.8605855,-31.9558933,194.223.91.68,AU,Sydney,151.2082848,-33.8698439,3297.2
74907196,130.95.254.148,AU,Claremont,115.7839988,-31.980291,106.68.240.229,AU,Perth,115.8605855,-31.9558933,7.73
74907196,130.95.254.148,AU,Claremont,115.7839988,-31.980291,106.68.240.229,AU,Perth,115.8605855,-31.9558933,7.73
74488383,130.95.40.101,AU,Crawley,115.8175988,-31.9746305,110.146.148.28,AU,Perth,115.8605855,-31.9558933,4.56
74469414,130.95.254.118,AU,Claremont,115.7839988,-31.980291,101.118.172.19,AU,North Sydney,151.2083011,-33.8354519,3304.05
74757271,130.95.254.27,AU,Claremont,115.7839988,-31.980291,130.95.254.141,AU,Claremont,115.7839988,-31.980291,0.0
