id,ip,country,city,latitude,longitude
73152231,1.159.239.145,AU,Perth,-31.9558933,115.8605855
73113211,130.95.254.67,AU,Claremont,-31.980291,115.7839988
75271364,58.178.219.34,AU,Dunsborough,-33.614656,115.1065921
73152231,1.159.239.145,AU,Perth,-31.9558933,115.8605855
75114917,180.150.81.170,AU,Leinster,-27.9141349,120.6977266
75056422,60.241.66.23,AU,Perth,-31.9558933,115.8605855
71278970,218.215.214.239,AU,Perth,-31.9558933,115.8605855
74597297,106.68.231.231,AU,Melbourne,-37.8142454,144.9631732
74597297,106.68.231.231,AU,Melbourne,-37.8142454,144.9631732
